SubscriptionName,Date,ServiceName,ServiceResource,Quantity,Cost
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Geo-Replication Data transfer,0.001593,0.0
Simplon GDE Strasbourg IA1,2/21/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Protocol Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Read Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/21/2021,Bandwidth,Data Transfer In,0.000798,0.0
Simplon GDE Strasbourg IA1,2/21/2021,Storage,All Other Operations,0.0034,1.598e-05
Simplon GDE Strasbourg IA1,2/21/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/21/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/21/2021,Bandwidth,Data Transfer Out,0.00011,9.57e-06
Simplon GDE Strasbourg IA1,2/21/2021,Virtual Network,Standard Static Public IP,341.0,1.705
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Batch Write Operations,0.4048,0.000145728
Simplon GDE Strasbourg IA1,2/21/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/21/2021,Virtual Machines,D12 v2/DS12 v2,23.983353,9.089690787
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/21/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/21/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/21/2021,Load Balancer,Data Processed,0.00724,3.62e-05
Simplon GDE Strasbourg IA1,2/21/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/21/2021,Virtual Machines,D2 v2/DS2 v2,96.0,13.056
Simplon GDE Strasbourg IA1,2/21/2021,Storage,LRS Write Operations,0.2878,0.004317
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/22/2021,Bandwidth,Data Transfer Out,0.000652,1.304e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/22/2021,Key Vault,Operations,0.0001,3e-06
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot LRS Data Stored,0.007512,0.0001472352
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot LRS Write Operations,0.0324,0.0017496
Simplon GDE Strasbourg IA1,2/22/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/22/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/22/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/22/2021,Load Balancer,Included LB Rules and Outbound Rules,335.933055,8.398326375
Simplon GDE Strasbourg IA1,2/22/2021,Bandwidth,Data Transfer In,0.003701,0.0
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot Read Operations,0.1894,0.00081442
Simplon GDE Strasbourg IA1,2/22/2021,Storage,All Other Operations,0.1164,0.00050052
Simplon GDE Strasbourg IA1,2/22/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/22/2021,Storage,LRS Data Stored,0.003192,0.00014364
Simplon GDE Strasbourg IA1,2/22/2021,Storage,RA-GRS Data Stored,0.000225,2.10825e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,LRS List and Create Container Operations,0.003,0.000162
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Geo-Replication Data transfer,0.001603,0.0
Simplon GDE Strasbourg IA1,2/22/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Protocol Operations,0.3057,0.00045855
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Read Operations,0.3312,0.0004968
Simplon GDE Strasbourg IA1,2/22/2021,Bandwidth,Data Transfer In,0.000936,0.0
Simplon GDE Strasbourg IA1,2/22/2021,Storage,All Other Operations,0.0032,1.504e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/22/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/22/2021,Bandwidth,Data Transfer Out,0.003866,0.000336342
Simplon GDE Strasbourg IA1,2/22/2021,Virtual Network,Standard Static Public IP,315.217222,1.57608611
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Batch Write Operations,0.3996,0.000143856
Simplon GDE Strasbourg IA1,2/22/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,List Operations,0.014,0.00021
Simplon GDE Strasbourg IA1,2/22/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/22/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/22/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/22/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/22/2021,Load Balancer,Data Processed,0.00575,2.875e-05
Simplon GDE Strasbourg IA1,2/22/2021,Storage,LRS Data Stored,0.000408,2.448e-05
Simplon GDE Strasbourg IA1,2/22/2021,Virtual Machines,D2 v2/DS2 v2,95.883371,13.040138456
Simplon GDE Strasbourg IA1,2/22/2021,Storage,LRS Write Operations,0.32,0.0048
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/23/2021,Bandwidth,Data Transfer Out,0.00012,2.4e-06
Simplon GDE Strasbourg IA1,2/23/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Hot LRS Data Stored,0.007568,0.0001483328
Simplon GDE Strasbourg IA1,2/23/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/23/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/23/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/23/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/23/2021,Storage,All Other Operations,0.0196,8.428e-05
Simplon GDE Strasbourg IA1,2/23/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/23/2021,Storage,LRS Data Stored,0.00324,0.0001458
Simplon GDE Strasbourg IA1,2/23/2021,Storage,RA-GRS Data Stored,0.000216,2.02392e-05
Simplon GDE Strasbourg IA1,2/23/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Geo-Replication Data transfer,0.001593,0.0
Simplon GDE Strasbourg IA1,2/23/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Protocol Operations,0.3461,0.00051915
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Read Operations,0.3456,0.0005184
Simplon GDE Strasbourg IA1,2/23/2021,Bandwidth,Data Transfer In,0.000792,0.0
Simplon GDE Strasbourg IA1,2/23/2021,Storage,All Other Operations,0.0034,1.598e-05
Simplon GDE Strasbourg IA1,2/23/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/23/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/23/2021,Bandwidth,Data Transfer Out,9e-05,7.83e-06
Simplon GDE Strasbourg IA1,2/23/2021,Virtual Network,Standard Static Public IP,357.0,1.785
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Batch Write Operations,0.3943,0.000141948
Simplon GDE Strasbourg IA1,2/23/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/23/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/23/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/23/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/23/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/23/2021,Bandwidth,Data Transfer Out,2e-06,4e-08
Simplon GDE Strasbourg IA1,2/23/2021,Bandwidth,Data Transfer In,3e-06,0.0
Simplon GDE Strasbourg IA1,2/23/2021,Load Balancer,Data Processed,0.006103,3.0515e-05
Simplon GDE Strasbourg IA1,2/23/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/23/2021,Virtual Machines,D2 v2/DS2 v2,96.0,13.056
Simplon GDE Strasbourg IA1,2/23/2021,Storage,LRS Write Operations,0.3456,0.005184
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/24/2021,Bandwidth,Data Transfer Out,1.427199,0.02854398
Simplon GDE Strasbourg IA1,2/24/2021,Storage,All Other Operations,0.0007,2.8e-06
Simplon GDE Strasbourg IA1,2/24/2021,Key Vault,Operations,0.0009,2.7e-05
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot LRS Data Stored,0.00772,0.000151312
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Read Operations,0.0031,1.116e-06
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot LRS Write Operations,8.5396,0.4611384
Simplon GDE Strasbourg IA1,2/24/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/24/2021,Virtual Machines,D3 v2/DS3 v2,11.500009,3.128002448
Simplon GDE Strasbourg IA1,2/24/2021,Storage,All Other Operations,0.0005,2e-06
Simplon GDE Strasbourg IA1,2/24/2021,Load Balancer,Included LB Rules and Outbound Rules,328.54,8.2135
Simplon GDE Strasbourg IA1,2/24/2021,Bandwidth,Data Transfer In,0.020927,0.0
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot Read Operations,5.3275,0.02290825
Simplon GDE Strasbourg IA1,2/24/2021,Storage,All Other Operations,8.8285,0.03796255
Simplon GDE Strasbourg IA1,2/24/2021,Storage,P6 Disks,0.46128,5.178882816
Simplon GDE Strasbourg IA1,2/24/2021,Storage,LRS Data Stored,0.003132,0.00014094
Simplon GDE Strasbourg IA1,2/24/2021,Storage,RA-GRS Data Stored,0.000216,2.02392e-05
Simplon GDE Strasbourg IA1,2/24/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/24/2021,Storage,LRS List and Create Container Operations,4.2307,0.2284578
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Geo-Replication Data transfer,0.001588,0.0
Simplon GDE Strasbourg IA1,2/24/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Protocol Operations,0.4932,0.0007398
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Read Operations,0.635,0.0009525
Simplon GDE Strasbourg IA1,2/24/2021,Bandwidth,Data Transfer In,0.949906,0.0
Simplon GDE Strasbourg IA1,2/24/2021,Storage,All Other Operations,0.0037,1.739e-05
Simplon GDE Strasbourg IA1,2/24/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/24/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/24/2021,Bandwidth,Data Transfer Out,1.144985,0.099613695
Simplon GDE Strasbourg IA1,2/24/2021,Virtual Network,Standard Static Public IP,310.556667,1.552783335
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Write Operations,0.0031,1.116e-06
Simplon GDE Strasbourg IA1,2/24/2021,Azure App Service,F1,0.0336,0.0
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Batch Write Operations,0.4068,0.000146448
Simplon GDE Strasbourg IA1,2/24/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/24/2021,Storage,List Operations,0.0095,0.0001425
Simplon GDE Strasbourg IA1,2/24/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/24/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/24/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/24/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/24/2021,Load Balancer,Data Processed,0.002991,1.4955e-05
Simplon GDE Strasbourg IA1,2/24/2021,Azure App Service,B1,9.60529,0.17289522
Simplon GDE Strasbourg IA1,2/24/2021,Storage,LRS Data Stored,0.126861,0.00761166
Simplon GDE Strasbourg IA1,2/24/2021,Virtual Machines,D2 v2/DS2 v2,72.800036,9.900804896
Simplon GDE Strasbourg IA1,2/24/2021,Storage,LRS Write Operations,0.6768,0.010152
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/25/2021,Bandwidth,Data Transfer Out,8.139518,0.16279036
Simplon GDE Strasbourg IA1,2/25/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/25/2021,Virtual Machines,D2 v2/DS2 v2,17.650033,3.088755775
Simplon GDE Strasbourg IA1,2/25/2021,Key Vault,Operations,0.0065,0.000195
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot LRS Data Stored,0.009168,0.0001796928
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Read Operations,0.0093,3.348e-06
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot LRS Write Operations,13.004,0.702216
Simplon GDE Strasbourg IA1,2/25/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/25/2021,Virtual Machines,D3 v2/DS3 v2,10.650053,2.896814416
Simplon GDE Strasbourg IA1,2/25/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/25/2021,Load Balancer,Included LB Rules and Outbound Rules,346.989444,8.6747361
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,S1,0.27233,0.02587135
Simplon GDE Strasbourg IA1,2/25/2021,Bandwidth,Data Transfer In,0.109525,0.0
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot Read Operations,8.8456,0.03803608
Simplon GDE Strasbourg IA1,2/25/2021,Storage,All Other Operations,13.4841,0.05798163
Simplon GDE Strasbourg IA1,2/25/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS Data Stored,0.003063,0.000137835
Simplon GDE Strasbourg IA1,2/25/2021,Container Instances,vCPU Duration,32.961048,1.5359848368
Simplon GDE Strasbourg IA1,2/25/2021,Storage,RA-GRS Data Stored,0.000216,2.02392e-05
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS List and Create Container Operations,7.2626,0.3921804
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Geo-Replication Data transfer,0.001593,0.0
Simplon GDE Strasbourg IA1,2/25/2021,Container Registry,Basic Registry Unit,3.029395,0.504697207
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,B1,3.116373,0.056094714
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Protocol Operations,2.6472,0.0039708
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Read Operations,4.8395,0.00725925
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Delete Operations,0.0014,0.0
Simplon GDE Strasbourg IA1,2/25/2021,Bandwidth,Data Transfer In,5.295275,0.0
Simplon GDE Strasbourg IA1,2/25/2021,Storage,All Other Operations,0.0114,5.358e-05
Simplon GDE Strasbourg IA1,2/25/2021,Storage,P6 Disks,0.063984,0.7901960016
Simplon GDE Strasbourg IA1,2/25/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/25/2021,Bandwidth,Data Transfer Out,3.046126,0.265012962
Simplon GDE Strasbourg IA1,2/25/2021,Virtual Network,Standard Static Public IP,318.978889,1.594894445
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Write Operations,0.0093,3.348e-06
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,F1,0.212352,0.0
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Batch Write Operations,0.5905,0.00021258
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,B1,19.427769,1.826210286
Simplon GDE Strasbourg IA1,2/25/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/25/2021,Container Registry,Task vCPU Duration,8214.0,0.8214
Simplon GDE Strasbourg IA1,2/25/2021,Storage,List Operations,0.4075,0.0061125
Simplon GDE Strasbourg IA1,2/25/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,F1,0.024192,0.0
Simplon GDE Strasbourg IA1,2/25/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/25/2021,SQL Database,B DTUs,0.541667,0.087208387
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS List and Create Container Operations,0.0001,5.9e-06
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/25/2021,Load Balancer,Data Processed,0.036307,0.000181535
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,B1,24.069752,0.433255536
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,B1,1.319262,0.022427454
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS Data Stored,2.017002,0.12102012
Simplon GDE Strasbourg IA1,2/25/2021,Virtual Machines,D2 v2/DS2 v2,70.133455,9.53814988
Simplon GDE Strasbourg IA1,2/25/2021,Storage,LRS Write Operations,5.309,0.079635
Simplon GDE Strasbourg IA1,2/25/2021,Container Instances,Memory Duration,24.720787,0.12632322157
Simplon GDE Strasbourg IA1,2/25/2021,Azure App Service,B1,0.422168,0.007599024
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot RA-GRS Data Stored,0.000768,3.7632e-05
Simplon GDE Strasbourg IA1,2/26/2021,Bandwidth,Data Transfer Out,10.962258,0.21924516
Simplon GDE Strasbourg IA1,2/26/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/26/2021,Virtual Machines,D2 v2/DS2 v2,48.0,8.4
Simplon GDE Strasbourg IA1,2/26/2021,Virtual Machines,D11 v2/DS11 v2,0.133336,0.02533384
Simplon GDE Strasbourg IA1,2/26/2021,Key Vault,Operations,0.0011,3.3e-05
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot LRS Data Stored,0.019566,0.0003834936
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Read Operations,0.0036,1.296e-06
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot LRS Write Operations,9.5286,0.5145444
Simplon GDE Strasbourg IA1,2/26/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/26/2021,Storage,All Other Operations,0.0004,1.6e-06
Simplon GDE Strasbourg IA1,2/26/2021,Load Balancer,Included LB Rules and Outbound Rules,372.165556,9.3041389
Simplon GDE Strasbourg IA1,2/26/2021,Bandwidth,Data Transfer In,0.025763,0.0
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot Read Operations,6.9029,0.02968247
Simplon GDE Strasbourg IA1,2/26/2021,Storage,All Other Operations,10.2821,0.04421303
Simplon GDE Strasbourg IA1,2/26/2021,Storage,P6 Disks,0.450864,5.0619403008
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS Data Stored,0.003162,0.00014229
Simplon GDE Strasbourg IA1,2/26/2021,Container Instances,vCPU Duration,96.655074,4.5041264484
Simplon GDE Strasbourg IA1,2/26/2021,Storage,RA-GRS Data Stored,0.000156,1.46172e-05
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS List and Create Container Operations,4.7318,0.2555172
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot RA-GRS Data Stored,0.002816,0.000135168
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Geo-Replication Data transfer,0.001064,0.0
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Class 2 Operations,0.0002,8e-07
Simplon GDE Strasbourg IA1,2/26/2021,Container Registry,Basic Registry Unit,6.000048,0.9996079968
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Protocol Operations,1.0499,0.00157485
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Read Operations,1.5278,0.0022917
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Delete Operations,0.0002,0.0
Simplon GDE Strasbourg IA1,2/26/2021,Bandwidth,Data Transfer In,7.099177,0.0
Simplon GDE Strasbourg IA1,2/26/2021,Storage,All Other Operations,0.0053,2.491e-05
Simplon GDE Strasbourg IA1,2/26/2021,Storage,P6 Disks,0.107136,1.3231188864
Simplon GDE Strasbourg IA1,2/26/2021,Bandwidth,Data Transfer Out,2.686471,0.233722977
Simplon GDE Strasbourg IA1,2/26/2021,Virtual Network,Standard Static Public IP,355.182222,1.77591111
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Write Operations,0.003,1.08e-06
Simplon GDE Strasbourg IA1,2/26/2021,Azure App Service,F1,0.279552,0.0
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Batch Write Operations,0.7024,0.000252864
Simplon GDE Strasbourg IA1,2/26/2021,Azure App Service,B1,24.0,2.256
Simplon GDE Strasbourg IA1,2/26/2021,Storage,GRS Batch Write Operations,0.0194,6.984e-06
Simplon GDE Strasbourg IA1,2/26/2021,Container Registry,Task vCPU Duration,872.0,0.0872
Simplon GDE Strasbourg IA1,2/26/2021,Storage,List Operations,0.0794,0.001191
Simplon GDE Strasbourg IA1,2/26/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,1e-06,5e-08
Simplon GDE Strasbourg IA1,2/26/2021,Virtual Machines,D12 v2/DS12 v2,15.133336,5.735534344
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Hot RA-GRS Data Stored,0.000848,3.9008e-05
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS List and Create Container Operations,0.0001,5.9e-06
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/26/2021,Load Balancer,Data Processed,0.067939,0.000339695
Simplon GDE Strasbourg IA1,2/26/2021,Azure App Service,B1,24.0,0.432
Simplon GDE Strasbourg IA1,2/26/2021,Storage,Class 2 Operations,0.0001,4e-07
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS Class 1 Operations,0.0001,4e-07
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS Class 1 Operations,0.0002,8e-07
Simplon GDE Strasbourg IA1,2/26/2021,Azure App Service,B1,0.060519,0.001028823
Simplon GDE Strasbourg IA1,2/26/2021,Storage,LRS Data Stored,3.395128,0.20370768
Simplon GDE Strasbourg IA1,2/26/2021,Virtual Machines,D2 v2/DS2 v2,62.133355,8.45013628
